Zeit;Verbrauch 
18.09. 22:45;7,8085
18.09. 23:00;7,7101
18.09. 23:15;7,5921
18.09. 23:30;7,4446
18.09. 23:45;7,2577
19.09. 00:00;7,0315
19.09. 00:15;6,7857
19.09. 00:30;6,5202
19.09. 00:45;6,2448
19.09. 01:00;5,9891
19.09. 01:15;5,7629
19.09. 01:30;5,5662
19.09. 01:45;5,4187
19.09. 02:00;5,3302
19.09. 02:15;5,281
19.09. 02:30;5,2515
19.09. 02:45;5,2417
19.09. 03:00;5,222
19.09. 03:15;5,2319
19.09. 03:30;5,3204
19.09. 03:45;5,5171
19.09. 04:00;5,8416
19.09. 04:15;6,2251
19.09. 04:30;6,6087
19.09. 04:45;6,8939
19.09. 05:00;7,0217
19.09. 05:15;7,0414
19.09. 05:30;7,002
19.09. 05:45;6,9824
19.09. 06:00;7,0315
19.09. 06:15;7,1889
19.09. 06:30;7,4643
19.09. 06:45;7,9068
19.09. 07:00;8,5165
19.09. 07:15;9,3524
19.09. 07:30;10,454
19.09. 07:45;11,85
19.09. 08:00;13,552
19.09. 08:15;15,371
19.09. 08:30;17,053
19.09. 08:45;18,38
19.09. 09:00;19,177
19.09. 09:15;19,541
19.09. 09:30;19,649
19.09. 09:45;19,669
19.09. 10:00;19,728
19.09. 10:15;19,855
19.09. 10:30;20,023
19.09. 10:45;20,219
19.09. 11:00;20,416
19.09. 11:15;20,564
19.09. 11:30;20,613
19.09. 11:45;20,495
19.09. 12:00;20,17
19.09. 12:15;19,669
19.09. 12:30;19,059
19.09. 12:45;18,38
19.09. 13:00;17,692
19.09. 13:15;17,053
19.09. 13:30;16,531
19.09. 13:45;16,168
19.09. 14:00;16,03
19.09. 14:15;16,079
19.09. 14:30;16,266
19.09. 14:45;16,541
19.09. 15:00;16,866
19.09. 15:15;17,171
19.09. 15:30;17,426
19.09. 15:45;17,554
19.09. 16:00;17,525
19.09. 16:15;17,387
19.09. 16:30;17,22
19.09. 16:45;17,092
19.09. 17:00;17,033
19.09. 17:15;16,954
19.09. 17:30;16,738
19.09. 17:45;16,266
19.09. 18:00;15,45
19.09. 18:15;14,368
19.09. 18:30;13,158
19.09. 18:45;11,949
19.09. 19:00;10,828
19.09. 19:15;9,8835
19.09. 19:30;9,1656
19.09. 19:45;8,7329
19.09. 20:00;8,5952
19.09. 20:15;8,664
19.09. 20:30;8,8116
19.09. 20:45;8,9099
19.09. 21:00;8,8706
19.09. 21:15;8,7034
19.09. 21:30;8,487
19.09. 21:45;8,2707
19.09. 22:00;8,1035
19.09. 22:15;7,9855
19.09. 22:30;7,897
19.09. 22:45;7,8085
19.09. 23:00;7,7101
19.09. 23:15;7,5921
19.09. 23:30;7,4446
19.09. 23:45;7,2577
20.09. 00:00;7,0315
20.09. 00:15;6,7857
20.09. 00:30;6,5202
20.09. 00:45;6,2448
20.09. 01:00;5,9891
20.09. 01:15;5,7629
20.09. 01:30;5,5662
20.09. 01:45;5,4187
20.09. 02:00;5,3302
20.09. 02:15;5,281
20.09. 02:30;5,2515
20.09. 02:45;5,2417
20.09. 03:00;5,222
20.09. 03:15;5,2319
20.09. 03:30;5,3204
20.09. 03:45;5,5171
20.09. 04:00;5,8416
20.09. 04:15;6,2251
20.09. 04:30;6,6087
20.09. 04:45;6,8939
20.09. 05:00;7,0217
20.09. 05:15;7,0414
20.09. 05:30;7,002
20.09. 05:45;6,9824
20.09. 06:00;7,0315
20.09. 06:15;7,1889
20.09. 06:30;7,4643
20.09. 06:45;7,9068
20.09. 07:00;8,5165
20.09. 07:15;9,3524
20.09. 07:30;10,454
20.09. 07:45;11,85
20.09. 08:00;13,552
20.09. 08:15;15,371
20.09. 08:30;17,053
20.09. 08:45;18,38
20.09. 09:00;19,177
20.09. 09:15;19,541
20.09. 09:30;19,649
20.09. 09:45;19,669
20.09. 10:00;19,728
20.09. 10:15;19,855
20.09. 10:30;20,023
20.09. 10:45;20,219
20.09. 11:00;20,416
20.09. 11:15;20,564
20.09. 11:30;20,613
20.09. 11:45;20,495
20.09. 12:00;20,17
20.09. 12:15;19,669
20.09. 12:30;19,059
20.09. 12:45;18,38
20.09. 13:00;17,692
20.09. 13:15;17,053
20.09. 13:30;16,531
20.09. 13:45;16,168
20.09. 14:00;16,03
20.09. 14:15;16,079
20.09. 14:30;16,266
20.09. 14:45;16,541
20.09. 15:00;16,866
20.09. 15:15;17,171
20.09. 15:30;17,426
20.09. 15:45;17,554
20.09. 16:00;17,525
20.09. 16:15;17,387
20.09. 16:30;17,22
20.09. 16:45;17,092
20.09. 17:00;17,033
20.09. 17:15;16,954
20.09. 17:30;16,738
20.09. 17:45;16,266
20.09. 18:00;15,45
20.09. 18:15;14,368
20.09. 18:30;13,158
20.09. 18:45;11,949
20.09. 19:00;10,828
20.09. 19:15;9,8835
20.09. 19:30;9,1656
20.09. 19:45;8,7329
20.09. 20:00;8,5952
20.09. 20:15;8,664
20.09. 20:30;8,8116
20.09. 20:45;8,9099
20.09. 21:00;8,8706
20.09. 21:15;8,7034
20.09. 21:30;8,487
20.09. 21:45;8,2707
20.09. 22:00;8,1035
20.09. 22:15;7,9855
20.09. 22:30;7,897
20.09. 22:45;7,8085
20.09. 23:00;7,7101
20.09. 23:15;7,5921
20.09. 23:30;7,4446
20.09. 23:45;7,2577
21.09. 00:00;7,4544
21.09. 00:15;7,5429
21.09. 00:30;7,6413
21.09. 00:45;7,7199
21.09. 01:00;7,7199
21.09. 01:15;7,6511
21.09. 01:30;7,5331
21.09. 01:45;7,3462
21.09. 02:00;7,1397
21.09. 02:15;6,9234
21.09. 02:30;6,7365
21.09. 02:45;6,6185
21.09. 03:00;6,589
21.09. 03:15;6,6382
21.09. 03:30;6,7168
21.09. 03:45;6,7955
21.09. 04:00;6,8545
21.09. 04:15;6,8939
21.09. 04:30;6,9332
21.09. 04:45;6,9824
21.09. 05:00;7,061
21.09. 05:15;7,1299
21.09. 05:30;7,1791
21.09. 05:45;7,1692
21.09. 06:00;7,1004
21.09. 06:15;7,1004
21.09. 06:30;7,3167
21.09. 06:45;7,9068
21.09. 07:00;8,9492
21.09. 07:15;10,346
21.09. 07:30;11,919
21.09. 07:45;13,512
21.09. 08:00;14,958
21.09. 08:15;16,217
21.09. 08:30;17,22
21.09. 08:45;17,918
21.09. 09:00;18,302
21.09. 09:15;18,439
21.09. 09:30;18,459
21.09. 09:45;18,469
21.09. 10:00;18,557
21.09. 10:15;18,695
21.09. 10:30;18,872
21.09. 10:45;19,02
21.09. 11:00;19,128
21.09. 11:15;19,187
21.09. 11:30;19,206
21.09. 11:45;19,206
21.09. 12:00;19,167
21.09. 12:15;19,069
21.09. 12:30;18,852
21.09. 12:45;18,469
21.09. 13:00;17,889
21.09. 13:15;17,122
21.09. 13:30;16,207
21.09. 13:45;15,165
21.09. 14:00;14,024
21.09. 14:15;12,873
21.09. 14:30;11,782
21.09. 14:45;10,847
21.09. 15:00;10,1
21.09. 15:15;9,5295
21.09. 15:30;9,0574
21.09. 15:45;8,6345
21.09. 16:00;8,2215
21.09. 16:15;7,838
21.09. 16:30;7,5626
21.09. 16:45;7,4446
21.09. 17:00;7,5233
21.09. 17:15;7,7298
21.09. 17:30;7,9756
21.09. 17:45;8,1822
21.09. 18:00;8,2707
21.09. 18:15;8,2903
21.09. 18:30;8,2707
21.09. 18:45;8,2707
21.09. 19:00;8,3297
21.09. 19:15;8,4378
21.09. 19:30;8,5854
21.09. 19:45;8,7329
21.09. 20:00;8,8607
21.09. 20:15;8,9689
21.09. 20:30;9,0181
21.09. 20:45;9,0082
21.09. 21:00;8,9099
21.09. 21:15;8,7525
21.09. 21:30;8,5657
21.09. 21:45;8,3592
21.09. 22:00;8,1723
21.09. 22:15;7,9855
21.09. 22:30;7,8085
21.09. 22:45;7,6314
21.09. 23:00;7,4446
21.09. 23:15;7,2577
21.09. 23:30;7,0709
21.09. 23:45;6,8939
22.09. 00:00;6,7168
22.09. 00:15;6,5398
22.09. 00:30;6,353
22.09. 00:45;6,1563
22.09. 01:00;5,9301
22.09. 01:15;5,6941
22.09. 01:30;5,458
22.09. 01:45;5,2417
22.09. 02:00;5,0352
22.09. 02:15;4,868
22.09. 02:30;4,7205
22.09. 02:45;4,5926
22.09. 03:00;4,4943
22.09. 03:15;4,4156
22.09. 03:30;4,3566
22.09. 03:45;4,3173
22.09. 04:00;4,2878
22.09. 04:15;4,2779
22.09. 04:30;4,2878
22.09. 04:45;4,3173
22.09. 05:00;4,3763
22.09. 05:15;4,4353
22.09. 05:30;4,4845
22.09. 05:45;4,5041
22.09. 06:00;4,4845
22.09. 06:15;4,4549
22.09. 06:30;4,4451
22.09. 06:45;4,5041
22.09. 07:00;4,6418
22.09. 07:15;4,8287
22.09. 07:30;5,0155
22.09. 07:45;5,1434
22.09. 08:00;5,1925
22.09. 08:15;5,2024
22.09. 08:30;5,222
22.09. 08:45;5,3302
22.09. 09:00;5,5466
22.09. 09:15;5,8514
22.09. 09:30;6,1661
22.09. 09:45;6,4316
22.09. 10:00;6,6087
22.09. 10:15;6,7365
22.09. 10:30;6,8447
22.09. 10:45;6,9824
22.09. 11:00;7,1889
22.09. 11:15;7,4347
22.09. 11:30;7,6904
22.09. 11:45;7,9068
22.09. 12:00;8,0543
22.09. 12:15;8,1428
22.09. 12:30;8,1822
22.09. 12:45;8,1822
22.09. 13:00;8,1428
22.09. 13:15;8,074
22.09. 13:30;7,956
22.09. 13:45;7,8085
22.09. 14:00;7,6216
22.09. 14:15;7,4052
22.09. 14:30;7,1889
22.09. 14:45;6,9824
22.09. 15:00;6,8054
22.09. 15:15;6,648
22.09. 15:30;6,5005
22.09. 15:45;6,3431
22.09. 16:00;6,176
22.09. 16:15;6,0481
22.09. 16:30;6,0186
22.09. 16:45;6,1563
22.09. 17:00;6,4808
22.09. 17:15;6,9234
22.09. 17:30;7,3757
22.09. 17:45;7,7199
22.09. 18:00;7,8773
22.09. 18:15;7,9068
22.09. 18:30;7,8871
22.09. 18:45;7,9068
22.09. 19:00;8,0051
22.09. 19:15;8,1723
22.09. 19:30;8,369
22.09. 19:45;8,546
22.09. 20:00;8,664
22.09. 20:15;8,723
22.09. 20:30;8,7132
22.09. 20:45;8,6345
22.09. 21:00;8,4969
22.09. 21:15;8,3002
22.09. 21:30;8,0641
22.09. 21:45;7,8085
22.09. 22:00;7,5429
22.09. 22:15;7,2872
22.09. 22:30;7,0315
22.09. 22:45;6,7955
22.09. 23:00;6,589
22.09. 23:15;6,4218
22.09. 23:30;6,3038
22.09. 23:45;6,2448
23.09. 00:00;7,1791
23.09. 00:15;6,8939
23.09. 00:30;6,5988
23.09. 00:45;6,3431
23.09. 01:00;6,1268
23.09. 01:15;5,9596
23.09. 01:30;5,8219
23.09. 01:45;5,6941
23.09. 02:00;5,5761
23.09. 02:15;5,4679
23.09. 02:30;5,3794
23.09. 02:45;5,3302
23.09. 03:00;5,3204
23.09. 03:15;5,3695
23.09. 03:30;5,4876
23.09. 03:45;5,6941
23.09. 04:00;5,9891
23.09. 04:15;6,3333
23.09. 04:30;6,6873
23.09. 04:45;6,9824
23.09. 05:00;7,1987
23.09. 05:15;7,3462
23.09. 05:30;7,4446
23.09. 05:45;7,5331
23.09. 06:00;7,6413
23.09. 06:15;7,7986
23.09. 06:30;8,0543
23.09. 06:45;8,4575
23.09. 07:00;9,0377
23.09. 07:15;9,8737
23.09. 07:30;11,005
23.09. 07:45;12,499
23.09. 08:00;14,348
23.09. 08:15;16,345
23.09. 08:30;18,213
23.09. 08:45;19,669
23.09. 09:00;20,505
23.09. 09:15;20,859
23.09. 09:30;20,908
23.09. 09:45;20,859
23.09. 10:00;20,868
23.09. 10:15;20,957
23.09. 10:30;21,104
23.09. 10:45;21,321
23.09. 11:00;21,557
23.09. 11:15;21,754
23.09. 11:30;21,832
23.09. 11:45;21,685
23.09. 12:00;21,272
23.09. 12:15;20,632
23.09. 12:30;19,855
23.09. 12:45;19,02
23.09. 13:00;18,193
23.09. 13:15;17,446
23.09. 13:30;16,807
23.09. 13:45;16,354
23.09. 14:00;16,118
23.09. 14:15;16,089
23.09. 14:30;16,236
23.09. 14:45;16,541
23.09. 15:00;16,964
23.09. 15:15;17,436
23.09. 15:30;17,839
23.09. 15:45;18,105
23.09. 16:00;18,144
23.09. 16:15;18,056
23.09. 16:30;17,908
23.09. 16:45;17,83
23.09. 17:00;17,849
23.09. 17:15;17,869
23.09. 17:30;17,702
23.09. 17:45;17,181
23.09. 18:00;16,207
23.09. 18:15;14,899
23.09. 18:30;13,473
23.09. 18:45;12,126
23.09. 19:00;11,024
23.09. 19:15;10,169
23.09. 19:30;9,5688
23.09. 19:45;9,1853
23.09. 20:00;9,0082
23.09. 20:15;8,9591
23.09. 20:30;8,9591
23.09. 20:45;8,9099
23.09. 21:00;8,7722
23.09. 21:15;8,5755
23.09. 21:30;8,3592
23.09. 21:45;8,1822
23.09. 22:00;8,074
23.09. 22:15;8,0346
23.09. 22:30;8,0248
23.09. 22:45;7,9953
23.09. 23:00;7,9265
23.09. 23:15;7,8183
23.09. 23:30;7,6609
23.09. 23:45;7,4446
24.09. 00:00;7,1791
24.09. 00:15;6,8939
24.09. 00:30;6,5988
24.09. 00:45;6,3431
24.09. 01:00;6,1268
24.09. 01:15;5,9596
24.09. 01:30;5,8219
24.09. 01:45;5,6941
24.09. 02:00;5,5761
24.09. 02:15;5,4679
24.09. 02:30;5,3794
24.09. 02:45;5,3302
24.09. 03:00;5,3204
24.09. 03:15;5,3695
24.09. 03:30;5,4876
24.09. 03:45;5,6941
24.09. 04:00;5,9891
24.09. 04:15;6,3333
24.09. 04:30;6,6873
24.09. 04:45;6,9824
24.09. 05:00;7,1987
24.09. 05:15;7,3462
24.09. 05:30;7,4446
24.09. 05:45;7,5331
24.09. 06:00;7,6413
24.09. 06:15;7,7986
24.09. 06:30;8,0543
24.09. 06:45;8,4575
24.09. 07:00;9,0377
24.09. 07:15;9,8737
24.09. 07:30;11,005
24.09. 07:45;12,499
24.09. 08:00;14,348
24.09. 08:15;16,345
24.09. 08:30;18,213
24.09. 08:45;19,669
24.09. 09:00;20,505
24.09. 09:15;20,859
24.09. 09:30;20,908
24.09. 09:45;20,859
24.09. 10:00;20,868
24.09. 10:15;20,957
24.09. 10:30;21,104
24.09. 10:45;21,321
24.09. 11:00;21,557
24.09. 11:15;21,754
24.09. 11:30;21,832
24.09. 11:45;21,685
24.09. 12:00;21,272
24.09. 12:15;20,632
24.09. 12:30;19,855
24.09. 12:45;19,02
24.09. 13:00;18,193
24.09. 13:15;17,446
24.09. 13:30;16,807
24.09. 13:45;16,354
24.09. 14:00;16,118
24.09. 14:15;16,089
24.09. 14:30;16,236
24.09. 14:45;16,541
24.09. 15:00;16,964
24.09. 15:15;17,436
24.09. 15:30;17,839
24.09. 15:45;18,105
24.09. 16:00;18,144
24.09. 16:15;18,056
24.09. 16:30;17,908
24.09. 16:45;17,83
24.09. 17:00;17,849
24.09. 17:15;17,869
24.09. 17:30;17,702
24.09. 17:45;17,181
24.09. 18:00;16,207
24.09. 18:15;14,899
24.09. 18:30;13,473
24.09. 18:45;12,126
24.09. 19:00;11,024
24.09. 19:15;10,169
24.09. 19:30;9,5688
24.09. 19:45;9,1853
24.09. 20:00;9,0082
24.09. 20:15;8,9591
24.09. 20:30;8,9591
24.09. 20:45;8,9099
24.09. 21:00;8,7722
24.09. 21:15;8,5755
24.09. 21:30;8,3592
24.09. 21:45;8,1822
24.09. 22:00;8,074
24.09. 22:15;8,0346
24.09. 22:30;8,0248
24.09. 22:45;7,9953
24.09. 23:00;7,9265
24.09. 23:15;7,8183
24.09. 23:30;7,6609
24.09. 23:45;7,4446
25.09. 00:00;7,1791
25.09. 00:15;6,8939
25.09. 00:30;6,5988
25.09. 00:45;6,3431
25.09. 01:00;6,1268
25.09. 01:15;5,9596
25.09. 01:30;5,8219
25.09. 01:45;5,6941
25.09. 02:00;5,5761
25.09. 02:15;5,4679
25.09. 02:30;5,3794
25.09. 02:45;5,3302
25.09. 03:00;5,3204
25.09. 03:15;5,3695
25.09. 03:30;5,4876
25.09. 03:45;5,6941
25.09. 04:00;5,9891
25.09. 04:15;6,3333
25.09. 04:30;6,6873
25.09. 04:45;6,9824
25.09. 05:00;7,1987
25.09. 05:15;7,3462
25.09. 05:30;7,4446
25.09. 05:45;7,5331
25.09. 06:00;7,6413
25.09. 06:15;7,7986
25.09. 06:30;8,0543
25.09. 06:45;8,4575
25.09. 07:00;9,0377
25.09. 07:15;9,8737
25.09. 07:30;11,005
25.09. 07:45;12,499
25.09. 08:00;14,348
25.09. 08:15;16,345
25.09. 08:30;18,213
25.09. 08:45;19,669
25.09. 09:00;20,505
25.09. 09:15;20,859
25.09. 09:30;20,908
25.09. 09:45;20,859
25.09. 10:00;20,868
25.09. 10:15;20,957
25.09. 10:30;21,104
25.09. 10:45;21,321
25.09. 11:00;21,557
25.09. 11:15;21,754
25.09. 11:30;21,832
25.09. 11:45;21,685
25.09. 12:00;21,272
25.09. 12:15;20,632
25.09. 12:30;19,855
25.09. 12:45;19,02
25.09. 13:00;18,193
25.09. 13:15;17,446
25.09. 13:30;16,807
25.09. 13:45;16,354
25.09. 14:00;16,118
25.09. 14:15;16,089
25.09. 14:30;16,236
25.09. 14:45;16,541
25.09. 15:00;16,964
25.09. 15:15;17,436
25.09. 15:30;17,839
25.09. 15:45;18,105
25.09. 16:00;18,144
25.09. 16:15;18,056
25.09. 16:30;17,908
25.09. 16:45;17,83
25.09. 17:00;17,849
25.09. 17:15;17,869
25.09. 17:30;17,702
25.09. 17:45;17,181
25.09. 18:00;16,207
25.09. 18:15;14,899
25.09. 18:30;13,473
25.09. 18:45;12,126
25.09. 19:00;11,024
25.09. 19:15;10,169
25.09. 19:30;9,5688
25.09. 19:45;9,1853
25.09. 20:00;9,0082
25.09. 20:15;8,9591
25.09. 20:30;8,9591
25.09. 20:45;8,9099
25.09. 21:00;8,7722
25.09. 21:15;8,5755
25.09. 21:30;8,3592
25.09. 21:45;8,1822
25.09. 22:00;8,074
25.09. 22:15;8,0346
25.09. 22:30;8,0248
25.09. 22:45;7,9953
25.09. 23:00;7,9265
25.09. 23:15;7,8183
25.09. 23:30;7,6609
25.09. 23:45;7,4446
26.09. 00:00;7,1791
26.09. 00:15;6,8939
26.09. 00:30;6,5988
26.09. 00:45;6,3431
26.09. 01:00;6,1268
26.09. 01:15;5,9596
26.09. 01:30;5,8219
26.09. 01:45;5,6941
26.09. 02:00;5,5761
26.09. 02:15;5,4679
26.09. 02:30;5,3794
26.09. 02:45;5,3302
26.09. 03:00;5,3204
26.09. 03:15;5,3695
26.09. 03:30;5,4876
26.09. 03:45;5,6941
26.09. 04:00;5,9891
26.09. 04:15;6,3333
26.09. 04:30;6,6873
26.09. 04:45;6,9824
26.09. 05:00;7,1987
26.09. 05:15;7,3462
26.09. 05:30;7,4446
26.09. 05:45;7,5331
26.09. 06:00;7,6413
26.09. 06:15;7,7986
26.09. 06:30;8,0543
26.09. 06:45;8,4575
26.09. 07:00;9,0377
26.09. 07:15;9,8737
26.09. 07:30;11,005
26.09. 07:45;12,499
26.09. 08:00;14,348
26.09. 08:15;16,345
26.09. 08:30;18,213
26.09. 08:45;19,669
26.09. 09:00;20,505
26.09. 09:15;20,859
26.09. 09:30;20,908
26.09. 09:45;20,859
26.09. 10:00;20,868
26.09. 10:15;20,957
26.09. 10:30;21,104
26.09. 10:45;21,321
26.09. 11:00;21,557
26.09. 11:15;21,754
26.09. 11:30;21,832
26.09. 11:45;21,685
26.09. 12:00;21,272
26.09. 12:15;20,632
26.09. 12:30;19,855
26.09. 12:45;19,02
26.09. 13:00;18,193
26.09. 13:15;17,446
26.09. 13:30;16,807
26.09. 13:45;16,354
26.09. 14:00;16,118
26.09. 14:15;16,089
26.09. 14:30;16,236
26.09. 14:45;16,541
26.09. 15:00;16,964
26.09. 15:15;17,436
26.09. 15:30;17,839
26.09. 15:45;18,105
26.09. 16:00;18,144
26.09. 16:15;18,056
26.09. 16:30;17,908
26.09. 16:45;17,83
26.09. 17:00;17,849
26.09. 17:15;17,869
26.09. 17:30;17,702
26.09. 17:45;17,181
26.09. 18:00;16,207
26.09. 18:15;14,899
26.09. 18:30;13,473
26.09. 18:45;12,126
26.09. 19:00;11,024
26.09. 19:15;10,169
26.09. 19:30;9,5688
26.09. 19:45;9,1853
26.09. 20:00;9,0082
26.09. 20:15;8,9591
26.09. 20:30;8,9591
26.09. 20:45;8,9099
26.09. 21:00;8,7722
26.09. 21:15;8,5755
26.09. 21:30;8,3592
26.09. 21:45;8,1822
26.09. 22:00;8,074
26.09. 22:15;8,0346
26.09. 22:30;8,0248
26.09. 22:45;7,9953
26.09. 23:00;7,9265
26.09. 23:15;7,8183
26.09. 23:30;7,6609
26.09. 23:45;7,4446
27.09. 00:00;7,1791
27.09. 00:15;6,8939
27.09. 00:30;6,5988
27.09. 00:45;6,3431
27.09. 01:00;6,1268
27.09. 01:15;5,9596
27.09. 01:30;5,8219
27.09. 01:45;5,6941
27.09. 02:00;5,5761
27.09. 02:15;5,4679
27.09. 02:30;5,3794
27.09. 02:45;5,3302
27.09. 03:00;5,3204
27.09. 03:15;5,3695
27.09. 03:30;5,4876
27.09. 03:45;5,6941
27.09. 04:00;5,9891
27.09. 04:15;6,3333
27.09. 04:30;6,6873
27.09. 04:45;6,9824
27.09. 05:00;7,1987
27.09. 05:15;7,3462
27.09. 05:30;7,4446
27.09. 05:45;7,5331
27.09. 06:00;7,6413
27.09. 06:15;7,7986
27.09. 06:30;8,0543
27.09. 06:45;8,4575
27.09. 07:00;9,0377
27.09. 07:15;9,8737
27.09. 07:30;11,005
27.09. 07:45;12,499
27.09. 08:00;14,348
27.09. 08:15;16,345
27.09. 08:30;18,213
27.09. 08:45;19,669
27.09. 09:00;20,505
27.09. 09:15;20,859
27.09. 09:30;20,908
27.09. 09:45;20,859
27.09. 10:00;20,868
27.09. 10:15;20,957
27.09. 10:30;21,104
27.09. 10:45;21,321
27.09. 11:00;21,557
27.09. 11:15;21,754
27.09. 11:30;21,832
27.09. 11:45;21,685
27.09. 12:00;21,272
27.09. 12:15;20,632
27.09. 12:30;19,855
27.09. 12:45;19,02
27.09. 13:00;18,193
27.09. 13:15;17,446
27.09. 13:30;16,807
27.09. 13:45;16,354
27.09. 14:00;16,118
27.09. 14:15;16,089
27.09. 14:30;16,236
27.09. 14:45;16,541
27.09. 15:00;16,964
27.09. 15:15;17,436
27.09. 15:30;17,839
27.09. 15:45;18,105
27.09. 16:00;18,144
27.09. 16:15;18,056
27.09. 16:30;17,908
27.09. 16:45;17,83
27.09. 17:00;17,849
27.09. 17:15;17,869
27.09. 17:30;17,702
27.09. 17:45;17,181
27.09. 18:00;16,207
27.09. 18:15;14,899
27.09. 18:30;13,473
27.09. 18:45;12,126
27.09. 19:00;11,024
27.09. 19:15;10,169
27.09. 19:30;9,5688
27.09. 19:45;9,1853
27.09. 20:00;9,0082
27.09. 20:15;8,9591
27.09. 20:30;8,9591
27.09. 20:45;8,9099
27.09. 21:00;8,7722
27.09. 21:15;8,5755
27.09. 21:30;8,3592
27.09. 21:45;8,1822
27.09. 22:00;8,074
27.09. 22:15;8,0346
27.09. 22:30;8,0248
27.09. 22:45;7,9953
27.09. 23:00;7,9265
27.09. 23:15;7,8183
27.09. 23:30;7,6609
27.09. 23:45;7,4446
28.09. 00:00;7,4544
28.09. 00:15;7,5429
28.09. 00:30;7,6413
28.09. 00:45;7,7199
28.09. 01:00;7,7199
28.09. 01:15;7,6511
28.09. 01:30;7,5331
28.09. 01:45;7,3462
28.09. 02:00;7,1397
28.09. 02:15;6,9234
28.09. 02:30;6,7365
28.09. 02:45;6,6185
28.09. 03:00;6,589
28.09. 03:15;6,6382
28.09. 03:30;6,7168
28.09. 03:45;6,7955
28.09. 04:00;6,8545
28.09. 04:15;6,8939
28.09. 04:30;6,9332
28.09. 04:45;6,9824
28.09. 05:00;7,061
28.09. 05:15;7,1299
28.09. 05:30;7,1791
28.09. 05:45;7,1692
28.09. 06:00;7,1004
28.09. 06:15;7,1004
28.09. 06:30;7,3167
28.09. 06:45;7,9068
28.09. 07:00;8,9492
28.09. 07:15;10,346
28.09. 07:30;11,919
28.09. 07:45;13,512
28.09. 08:00;14,958
28.09. 08:15;16,217
28.09. 08:30;17,22
28.09. 08:45;17,918
28.09. 09:00;18,302
28.09. 09:15;18,439
28.09. 09:30;18,459
28.09. 09:45;18,469
28.09. 10:00;18,557
28.09. 10:15;18,695
28.09. 10:30;18,872
28.09. 10:45;19,02
28.09. 11:00;19,128
28.09. 11:15;19,187
28.09. 11:30;19,206
28.09. 11:45;19,206
28.09. 12:00;19,167
28.09. 12:15;19,069
28.09. 12:30;18,852
28.09. 12:45;18,469
28.09. 13:00;17,889
28.09. 13:15;17,122
28.09. 13:30;16,207
28.09. 13:45;15,165
28.09. 14:00;14,024
28.09. 14:15;12,873
28.09. 14:30;11,782
28.09. 14:45;10,847
28.09. 15:00;10,1
28.09. 15:15;9,5295
28.09. 15:30;9,0574
28.09. 15:45;8,6345
28.09. 16:00;8,2215
28.09. 16:15;7,838
28.09. 16:30;7,5626
28.09. 16:45;7,4446
28.09. 17:00;7,5233
28.09. 17:15;7,7298
28.09. 17:30;7,9756
28.09. 17:45;8,1822
28.09. 18:00;8,2707
28.09. 18:15;8,2903
28.09. 18:30;8,2707
28.09. 18:45;8,2707
28.09. 19:00;8,3297
28.09. 19:15;8,4378
28.09. 19:30;8,5854
28.09. 19:45;8,7329
28.09. 20:00;8,8607
28.09. 20:15;8,9689
28.09. 20:30;9,0181
28.09. 20:45;9,0082
28.09. 21:00;8,9099
28.09. 21:15;8,7525
28.09. 21:30;8,5657
28.09. 21:45;8,3592
28.09. 22:00;8,1723
28.09. 22:15;7,9855
28.09. 22:30;7,8085
28.09. 22:45;7,6314
28.09. 23:00;7,4446
28.09. 23:15;7,2577
28.09. 23:30;7,0709
28.09. 23:45;6,8939
29.09. 00:00;6,7168
29.09. 00:15;6,5398
29.09. 00:30;6,353
29.09. 00:45;6,1563
29.09. 01:00;5,9301
29.09. 01:15;5,6941
29.09. 01:30;5,458
29.09. 01:45;5,2417
29.09. 02:00;5,0352
29.09. 02:15;4,868
29.09. 02:30;4,7205
29.09. 02:45;4,5926
29.09. 03:00;4,4943
29.09. 03:15;4,4156
29.09. 03:30;4,3566
29.09. 03:45;4,3173
29.09. 04:00;4,2878
29.09. 04:15;4,2779
29.09. 04:30;4,2878
29.09. 04:45;4,3173
29.09. 05:00;4,3763
29.09. 05:15;4,4353
29.09. 05:30;4,4845
29.09. 05:45;4,5041
29.09. 06:00;4,4845
29.09. 06:15;4,4549
29.09. 06:30;4,4451
29.09. 06:45;4,5041
29.09. 07:00;4,6418
29.09. 07:15;4,8287
29.09. 07:30;5,0155
29.09. 07:45;5,1434
29.09. 08:00;5,1925
29.09. 08:15;5,2024
29.09. 08:30;5,222
29.09. 08:45;5,3302
29.09. 09:00;5,5466
29.09. 09:15;5,8514
29.09. 09:30;6,1661
29.09. 09:45;6,4316
29.09. 10:00;6,6087
29.09. 10:15;6,7365
29.09. 10:30;6,8447
29.09. 10:45;6,9824
29.09. 11:00;7,1889
29.09. 11:15;7,4347
29.09. 11:30;7,6904
29.09. 11:45;7,9068
29.09. 12:00;8,0543
29.09. 12:15;8,1428
29.09. 12:30;8,1822
29.09. 12:45;8,1822
29.09. 13:00;8,1428
29.09. 13:15;8,074
29.09. 13:30;7,956
29.09. 13:45;7,8085
29.09. 14:00;7,6216
29.09. 14:15;7,4052
29.09. 14:30;7,1889
29.09. 14:45;6,9824
29.09. 15:00;6,8054
29.09. 15:15;6,648
29.09. 15:30;6,5005
29.09. 15:45;6,3431
29.09. 16:00;6,176
